mandt,land1,teleffrom,telefto,telefrm,telexfrom,telexto,mobile_sms,operation_flag,is_deleted,recordstamp
200,CN,00,86,0,,85,,L,False,2022-01-31 20:43:39.619600+00:00
250,CN,00,86,0,,85,,L,False,2022-01-31 20:43:39.619600+00:00
000,CR,00,506,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,CR,00,506,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,CR,00,506,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,CR,00,506,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,CR,00,506,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,CR,00,506,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,CY,00,357,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,CY,00,357,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,CY,00,357,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,CY,00,357,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,CY,00,357,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,CY,00,357,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,DJ,00,253,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
001,DJ,00,253,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
050,DJ,00,253,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
100,DJ,00,253,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
200,DJ,00,253,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
250,DJ,00,253,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
000,DZ,00,213,0,,408,,L,False,2022-01-31 20:43:39.619600+00:00
001,DZ,00,213,0,,408,,L,False,2022-01-31 20:43:39.619600+00:00
050,DZ,00,213,0,,408,,L,False,2022-01-31 20:43:39.619600+00:00
100,DZ,00,213,0,,408,,L,False,2022-01-31 20:43:39.619600+00:00
200,DZ,00,213,0,,408,,L,False,2022-01-31 20:43:39.619600+00:00
250,DZ,00,213,0,,408,,L,False,2022-01-31 20:43:39.619600+00:00
000,EC,00,593,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,EC,00,593,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,EC,00,593,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,EC,00,593,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,EC,00,593,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,EC,00,593,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,EG,00,20,0,,66,,L,False,2022-01-31 20:43:39.619600+00:00
001,EG,00,20,0,,66,,L,False,2022-01-31 20:43:39.619600+00:00
050,EG,00,20,0,,66,,L,False,2022-01-31 20:43:39.619600+00:00
100,EG,00,20,0,,66,,L,False,2022-01-31 20:43:39.619600+00:00
200,EG,00,20,0,,66,,L,False,2022-01-31 20:43:39.619600+00:00
250,EG,00,20,0,,66,,L,False,2022-01-31 20:43:39.619600+00:00
000,ET,00,251,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,ET,00,251,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,ET,00,251,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,ET,00,251,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,ET,00,251,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,ET,00,251,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GM,00,220,0,,42,,L,False,2022-01-31 20:43:39.619600+00:00
001,GM,00,220,0,,42,,L,False,2022-01-31 20:43:39.619600+00:00
050,GM,00,220,0,,42,,L,False,2022-01-31 20:43:39.619600+00:00
100,GM,00,220,0,,42,,L,False,2022-01-31 20:43:39.619600+00:00
200,GM,00,220,0,,42,,L,False,2022-01-31 20:43:39.619600+00:00
250,GM,00,220,0,,42,,L,False,2022-01-31 20:43:39.619600+00:00
000,GR,00,30,0,,601,,L,False,2022-01-31 20:43:39.619600+00:00
001,GR,00,30,0,,601,,L,False,2022-01-31 20:43:39.619600+00:00
050,GR,00,30,0,,601,,L,False,2022-01-31 20:43:39.619600+00:00
100,GR,00,30,0,,601,,L,False,2022-01-31 20:43:39.619600+00:00
200,GR,00,30,0,,601,,L,False,2022-01-31 20:43:39.619600+00:00
250,GR,00,30,0,,601,,L,False,2022-01-31 20:43:39.619600+00:00
000,HN,00,504,0,,51,,L,False,2022-01-31 20:43:39.619600+00:00
001,HN,00,504,0,,51,,L,False,2022-01-31 20:43:39.619600+00:00
050,HN,00,504,0,,51,,L,False,2022-01-31 20:43:39.619600+00:00
100,HN,00,504,0,,51,,L,False,2022-01-31 20:43:39.619600+00:00
200,HN,00,504,0,,51,,L,False,2022-01-31 20:43:39.619600+00:00
250,HN,00,504,0,,51,,L,False,2022-01-31 20:43:39.619600+00:00
000,HT,00,509,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,HT,00,509,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,HT,00,509,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,HT,00,509,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,HT,00,509,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,HT,00,509,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,IL,00,972,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,IL,00,972,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,IL,00,972,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,IL,00,972,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,IL,00,972,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,IL,00,972,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,IQ,00,964,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,IQ,00,964,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,IQ,00,964,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,IQ,00,964,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,IQ,00,964,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,IQ,00,964,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,IR,00,98,0,,88,,L,False,2022-01-31 20:43:39.619600+00:00
001,IR,00,98,0,,88,,L,False,2022-01-31 20:43:39.619600+00:00
050,IR,00,98,0,,88,,L,False,2022-01-31 20:43:39.619600+00:00
100,IR,00,98,0,,88,,L,False,2022-01-31 20:43:39.619600+00:00
200,IR,00,98,0,,88,,L,False,2022-01-31 20:43:39.619600+00:00
250,IR,00,98,0,,88,,L,False,2022-01-31 20:43:39.619600+00:00
000,JO,00,962,0,,43,,L,False,2022-01-31 20:43:39.619600+00:00
001,JO,00,962,0,,43,,L,False,2022-01-31 20:43:39.619600+00:00
050,JO,00,962,0,,43,,L,False,2022-01-31 20:43:39.619600+00:00
100,JO,00,962,0,,43,,L,False,2022-01-31 20:43:39.619600+00:00
200,JO,00,962,0,,43,,L,False,2022-01-31 20:43:39.619600+00:00
250,JO,00,962,0,,43,,L,False,2022-01-31 20:43:39.619600+00:00
000,LI,00,423,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,LI,00,423,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,LI,00,423,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,LI,00,423,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,LI,00,423,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,LI,00,423,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,LK,00,94,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,LK,00,94,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,LK,00,94,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,LK,00,94,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,LK,00,94,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,LK,00,94,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,LS,00,266,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,LS,00,266,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,LS,00,266,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,LS,00,266,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,LS,00,266,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,LS,00,266,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,LU,00,352,0,,402,,L,False,2022-01-31 20:43:39.619600+00:00
001,LU,00,352,0,,402,,L,False,2022-01-31 20:43:39.619600+00:00
050,LU,00,352,0,,402,,L,False,2022-01-31 20:43:39.619600+00:00
100,LU,00,352,0,,402,,L,False,2022-01-31 20:43:39.619600+00:00
200,LU,00,352,0,,402,,L,False,2022-01-31 20:43:39.619600+00:00
250,LU,00,352,0,,402,,L,False,2022-01-31 20:43:39.619600+00:00
000,LY,00,218,0,,901,,L,False,2022-01-31 20:43:39.619600+00:00
001,LY,00,218,0,,901,,L,False,2022-01-31 20:43:39.619600+00:00
050,LY,00,218,0,,901,,L,False,2022-01-31 20:43:39.619600+00:00
100,LY,00,218,0,,901,,L,False,2022-01-31 20:43:39.619600+00:00
200,LY,00,218,0,,901,,L,False,2022-01-31 20:43:39.619600+00:00
250,LY,00,218,0,,901,,L,False,2022-01-31 20:43:39.619600+00:00
000,MA,00,212,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MA,00,212,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MA,00,212,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MA,00,212,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MA,00,212,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MA,00,212,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,ML,00,223,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,ML,00,223,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,ML,00,223,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,ML,00,223,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,ML,00,223,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,ML,00,223,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MR,00,222,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MR,00,222,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MR,00,222,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MR,00,222,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MR,00,222,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MR,00,222,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MU,00,230,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MU,00,230,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MU,00,230,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MU,00,230,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MU,00,230,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MU,00,230,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MZ,00,258,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MZ,00,258,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MZ,00,258,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MZ,00,258,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MZ,00,258,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MZ,00,258,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,NE,00,227,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,NE,00,227,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,NE,00,227,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,NE,00,227,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,NE,00,227,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,NE,00,227,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,NP,00,977,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,NP,00,977,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,NP,00,977,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,NP,00,977,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,NP,00,977,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,NP,00,977,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,OM,00,968,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,OM,00,968,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,OM,00,968,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,OM,00,968,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,OM,00,968,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,OM,00,968,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PA,00,507,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PA,00,507,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PA,00,507,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PA,00,507,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PA,00,507,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PA,00,507,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PE,00,51,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PE,00,51,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PE,00,51,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PE,00,51,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PE,00,51,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PE,00,51,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PK,00,92,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PK,00,92,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PK,00,92,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PK,00,92,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PK,00,92,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PK,00,92,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PT,00,351,0,,404,,L,False,2022-01-31 20:43:39.619600+00:00
001,PT,00,351,0,,404,,L,False,2022-01-31 20:43:39.619600+00:00
050,PT,00,351,0,,404,,L,False,2022-01-31 20:43:39.619600+00:00
100,PT,00,351,0,,404,,L,False,2022-01-31 20:43:39.619600+00:00
200,PT,00,351,0,,404,,L,False,2022-01-31 20:43:39.619600+00:00
250,PT,00,351,0,,404,,L,False,2022-01-31 20:43:39.619600+00:00
000,RS,00,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
001,RS,00,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
050,RS,00,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
100,RS,00,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
200,RS,00,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
250,RS,00,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
000,RW,00,250,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,RW,00,250,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,RW,00,250,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,RW,00,250,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,RW,00,250,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,RW,00,250,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SA,00,966,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SA,00,966,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SA,00,966,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SA,00,966,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SA,00,966,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SA,00,966,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SN,00,221,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SN,00,221,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SN,00,221,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SN,00,221,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SN,00,221,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SN,00,221,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SY,00,963,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SY,00,963,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SY,00,963,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SY,00,963,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SY,00,963,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SY,00,963,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SZ,00,268,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SZ,00,268,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SZ,00,268,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SZ,00,268,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SZ,00,268,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SZ,00,268,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,TN,00,216,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,TN,00,216,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,TN,00,216,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,TN,00,216,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,TN,00,216,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,TN,00,216,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,UY,00,598,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,UY,00,598,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,UY,00,598,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,UY,00,598,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,UY,00,598,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,UY,00,598,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,VA,00,39,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,VA,00,39,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,VA,00,39,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,VA,00,39,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,VA,00,39,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,VA,00,39,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,VE,00,58,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,VE,00,58,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,VE,00,58,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,VE,00,58,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,VE,00,58,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,VE,00,58,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,ZM,00,260,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,ZM,00,260,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,ZM,00,260,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,ZM,00,260,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,ZM,00,260,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,ZM,00,260,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,TT,01,1809,0,,294,,L,False,2022-01-31 20:43:39.619600+00:00
001,TT,01,1809,0,,294,,L,False,2022-01-31 20:43:39.619600+00:00
050,TT,01,1809,0,,294,,L,False,2022-01-31 20:43:39.619600+00:00
100,TT,01,1809,0,,294,,L,False,2022-01-31 20:43:39.619600+00:00
200,TT,01,1809,0,,294,,L,False,2022-01-31 20:43:39.619600+00:00
250,TT,01,1809,0,,294,,L,False,2022-01-31 20:43:39.619600+00:00
000,PG,04,675,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PG,04,675,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PG,04,675,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PG,04,675,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PG,04,675,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PG,04,675,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,FJ,05,679,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
001,FJ,05,679,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
050,FJ,05,679,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
100,FJ,05,679,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
200,FJ,05,679,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
250,FJ,05,679,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
000,NA,09,264,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,NA,09,264,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,NA,09,264,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,NA,09,264,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,NA,09,264,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,NA,09,264,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,TO,09,676,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,TO,09,676,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,TO,09,676,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,TO,09,676,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,TO,09,676,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,TO,09,676,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,ZA,09,27,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,ZA,09,27,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,ZA,09,27,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,ZA,09,27,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,ZA,09,27,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,ZA,09,27,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MG,16,261,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MG,16,261,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MG,16,261,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MG,16,261,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MG,16,261,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MG,16,261,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BI,90,257,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BI,90,257,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BI,90,257,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BI,90,257,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BI,90,257,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BI,90,257,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,IS,90,354,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,IS,90,354,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,IS,90,354,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,IS,90,354,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,IS,90,354,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,IS,90,354,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MX,98,52,0,,22,,L,False,2022-01-31 20:43:39.619600+00:00
001,MX,98,52,0,,22,,L,False,2022-01-31 20:43:39.619600+00:00
050,MX,98,52,0,,22,,L,False,2022-01-31 20:43:39.619600+00:00
100,MX,98,52,0,,22,,L,False,2022-01-31 20:43:39.619600+00:00
200,MX,98,52,0,,22,,L,False,2022-01-31 20:43:39.619600+00:00
250,MX,98,52,0,,22,,L,False,2022-01-31 20:43:39.619600+00:00
000,YU,99,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
001,YU,99,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
050,YU,99,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
100,YU,99,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
200,YU,99,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
250,YU,99,381,0,,62,,L,False,2022-01-31 20:43:39.619600+00:00
000,KE,000,254,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,KE,000,254,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,KE,000,254,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,KE,000,254,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,KE,000,254,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,KE,000,254,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,HK,001,852,0,,802,,L,False,2022-01-31 20:43:39.619600+00:00
001,HK,001,852,0,,802,,L,False,2022-01-31 20:43:39.619600+00:00
050,HK,001,852,0,,802,,L,False,2022-01-31 20:43:39.619600+00:00
100,HK,001,852,0,,802,,L,False,2022-01-31 20:43:39.619600+00:00
200,HK,001,852,0,,802,,L,False,2022-01-31 20:43:39.619600+00:00
250,HK,001,852,0,,802,,L,False,2022-01-31 20:43:39.619600+00:00
000,DK,009,45,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
001,DK,009,45,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
050,DK,009,45,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
100,DK,009,45,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
200,DK,009,45,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
250,DK,009,45,0,,55,,L,False,2022-01-31 20:43:39.619600+00:00
000,FO,009,298,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,FO,009,298,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,FO,009,298,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,FO,009,298,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,FO,009,298,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,FO,009,298,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,NG,009,234,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,NG,009,234,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,NG,009,234,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,NG,009,234,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,NG,009,234,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,NG,009,234,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,CA,011,1,0,,21,,L,False,2022-01-31 20:43:39.619600+00:00
001,CA,011,1,0,,21,,L,False,2022-01-31 20:43:39.619600+00:00
050,CA,011,1,0,,21,,L,False,2022-01-31 20:43:39.619600+00:00
100,CA,011,1,0,,21,,L,False,2022-01-31 20:43:39.619600+00:00
200,CA,011,1,0,,21,,L,False,2022-01-31 20:43:39.619600+00:00
250,CA,011,1,0,,21,,L,False,2022-01-31 20:43:39.619600+00:00
