mandt,prctr,datbi,kokrs,datab,ersda,usnam,merkmal,abtei,verak,verak_user,waers,nprctr,land1,anred,name1,name2,name3,name4,ort01,ort02,stras,pfach,pstlz,pstl2,spras,telbx,telf1,telf2,telfx,teltx,telx1,datlt,drnam,khinr,bukrs,vname,recid,etype,txjcd,regio,kvewe,kappl,kalsm,logsystem,lock_ind,pca_template,segment,operation_flag,is_deleted,recordstamp
100,AP01ELHE02,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LED5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01FIN,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,JP01-JAPAN,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PGHP01,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LAUNDRDET5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PGHP02,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LAUNDRDET5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PGPC01,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPLIQSP5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PGPC02,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPLIQSP5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PGPC03,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPLIQSP5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PROD,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,JP01-JAPAN,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PSBV01,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PSBV02,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PSFD01,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PSFD02,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PSFD07,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PSFD08,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT5,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01PURCH,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,JP01-JAPAN,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,AP01SALES,9999-12-31,C001,2010-01-01,2022-01-29,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,JP01-JAPAN,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
050,P0001-2,9999-12-31,0001,2022-01-01,2022-03-07,MAHITHA,,,MAHITHA,,,,,,,,,,,,,,,,E,,,,,,,,,P0001,,,,,,,,,,,,,,I,False,2022-03-07 08:55:45.173382+00:00
050,P0001-3,9999-12-31,0001,2022-01-01,2022-03-07,MAHITHA,,,MAHITHA,,,,,,,,,,,,,,,,E,,,,,,,,,P0001-1,,,,,,,,,,,,,,I,False,2022-03-07 08:57:26.602411+00:00
050,P0001-3,9999-12-31,0001,2022-01-01,2022-03-07,MAHITHA,,,MAHITHA,,,,,,,,,,,,,,,,E,,,,,,,,,P0001,,,,,,,,,,,,,,I,False,2022-03-07 09:02:51.797497+00:00
050,P0001-3,9999-12-31,0001,2022-01-01,2022-03-07,MAHITHA,,,MAHITHA,,,,,,,,,,,,,,,,E,,,,,,,,,P0001,,,,,,,,,,,,,,I,False,2022-03-07 09:03:19.945357+00:00
100,P0001-2,9999-12-31,0001,2022-01-01,2022-03-07,MAHITHA,,,MAHITHA,,,,,,,,,,,,,,,,E,,,,,,,,,P0001,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
050,US01TSPF01,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:29:30.304507+00:00
050,US01TSPF02,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:30:09.676859+00:00
050,US01TSPF03,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:35:17.450576+00:00
050,US01TSPF04,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:35:36.538080+00:00
050,US01TSPF05,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:35:56.645793+00:00
050,US01TSPF06,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:36:12.719916+00:00
050,US01TSPF03,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:37:06.938585+00:00
050,US01TSPF04,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:37:29.074517+00:00
050,US01TSPF03,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,PERS123,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:45:52.318263+00:00
050,US01TSPF04,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,PERS345,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-03-20 10:46:13.415492+00:00
100,US01TSPF01,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01TSPF02,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01TSPF03,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,PERS123,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01TSPF04,9999-12-31,C001,2022-01-01,2022-03-20,DEEPAKV,,,PERS345,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
050,US01ADMIN,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US01-EAST,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01FIN,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US01-EAST,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP01,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LAUNDRYDET,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP02,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LAUNDRYDET,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PROD,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US01-EAST,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PURCH,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US01-EAST,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01SALES,9999-12-31,C001,2021-01-01,2022-01-03,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US01-EAST,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP03,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHDETER,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP04,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHDETER,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP05,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHWASHRN,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP06,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHWASHRN,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP07,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP08,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP09,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WIPE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP10,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WIPE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP11,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WIPE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP12,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WOVENNKNIT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP13,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WOVENNKNIT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP14,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COTTNPOLYS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGHP15,9999-12-31,C001,2010-01-01,2022-01-08,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COTTNPOLYS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC01,9999-12-31,C001,2010-01-01,2022-01-09,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPNLIQSP,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC10,9999-12-31,C001,2010-01-01,2022-01-10,MKANNA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUXLT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC07,9999-12-31,C001,2010-01-01,2022-01-11,MKANNA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWSLT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC08,9999-12-31,C001,2010-01-01,2022-01-11,MKANNA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWSLT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC01,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHC09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUXLT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE01,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LED,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LED,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLASMA,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLASMA,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLASMA,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BLUETOOTH,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE07,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BLUETOOTH,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE08,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HOMETHEATR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01ELHE09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HOMETHEATR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPNLIQSP,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPNLIQSP,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LOTIONNMOI,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LOTIONNMOI,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LOTIONNMOI,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC07,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SHAMPOONDR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC08,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SHAMPOONDR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SHAMPOONDR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC10,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC11,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC12,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC13,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC14,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHPASTE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC15,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHPASTE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC16,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHBRUSH,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PGPC17,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHBRUSH,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV01,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MIXED,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MIXED,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SUGAR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SUGAR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV07,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,NONSUGAR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV08,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,NONSUGAR,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLAIN,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV10,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BEER,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV11,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BEER,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV12,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV13,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINE,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV14,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HARD,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSBV15,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HARD,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD01,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BUTTER,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BUTTER,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,ICECREAM,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,ICECREAM,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD07,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD08,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD10,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
050,US01PSFD11,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY,,,,,,,,,,,,,,L,False,2022-01-31 20:41:50.170365+00:00
