mandt,bukrs,anln1,anln2,anlkl,gegst,anlar,ernam,erdat,aenam,aedat,xloev,xspeb,felei,ktogr,xopvw,anltp,zujhr,zuper,zugdt,aktiv,abgdt,deakt,gplab,bstdt,ord41,ord42,ord43,ord44,anlue,zuawa,aneqk,aneqs,lifnr,land1,liefe,herst,eigkz,aibn1,aibn2,aibdt,urjhr,urwrt,antei,projn,eaufn,meins,menge,typbz,izwek,inken,ivdat,invzu,vmgli,xvrmw,wrtma,ehwrt,aufla,ehwzu,ehwnr,gruvo,grein,grbnd,grblt,grlfd,flurk,flurn,fiamt,stadt,grund,feins,grufl,invnr,vbund,spras,txt50,txa50,xltxid,xverid,xtchid,xkalid,xherid,xleaid,leafi,lvdat,lkdat,leabg,lejar,leper,lryth,legeb,lbasw,lkauf,lmzin,lzins,ltzbw,lkuza,lkuzi,llavb,leanz,lvtnr,letxt,xaktiv,anupd,lblnr,xv0dt,xv0nm,xv1dt,xv1nm,xv2dt,xv2nm,xv3dt,xv3nm,xv4dt,xv4nm,xv5dt,xv5nm,xv6dt,xv6nm,aimmo,objnr,leart,lvors,gdlgrp,posnr,xerwrt,xafabch,xanlgr,mcoa1,xinvm,sernr,umwkz,lrvdat,act_change_pm,has_tddp,last_reorg_date,internal_code,approval_number,approval_version,bogus_anln1,asset_version,operation_flag,is_deleted,recordstamp
800,1000,000000002176,0000,00002100,,,MEINERTU,1997-11-11,,,,,2000,00020000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004142,0000,1997-11-30,0000,,,,,,,,,,,,DE29,,,,,,,,,,,,,,,,,,,,,D,ANL. ZUR ENDABRECHN.,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ANL. ZUR ENDABRECHN.,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000002177,0000,00002100,,,MEINERTU,1997-11-11,,,,,2000,00020000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004085,0000,1997-11-30,0000,,,,,,,,,,,,DE29,,,,,,,,,,,,,,,,,,,,,D,Entlüftungsanlage,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ENTLÜFTUNGSANLAGE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002184,0000,00002100,,,MEINERTU,1997-11-12,,,,,2100,00020000,,0,1997,011,1997-11-30,1997-11-30,,,,,1000,,,,,,0,0,,,,,,000000004138,0000,1997-11-30,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,ASSET for final sett,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ASSET FOR FINAL SETT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000002164,0000,00002100,,,MEINERTU,1997-04-25,,,,,2000,00020000,,0,1997,004,1997-04-30,1997-04-30,,,,,,,,,,,0,0,,,,,,000000004133,0000,1997-04-30,0000,,,,,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Fließband,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-25,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FLIEßBAND,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000002163,0000,00002100,,,MEINERTU,1997-04-25,,,,,2000,00020000,,0,1997,004,1997-04-30,1997-04-30,,,,,,,,,,,0,0,,,,,,000000004057,0000,1997-04-30,0000,,,,,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Gleise,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-25,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,GLEISE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000002162,0000,00002100,,,MEINERTU,1997-04-25,,,,,2000,00020000,,0,1997,004,1997-04-30,1997-04-30,,,,,,,,,,,0,0,,,,,,000000004056,0000,1997-04-30,0000,,,,,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Fließband,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-25,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FLIEßBAND,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000002165,0000,00002100,,,MEINERTU,1997-04-25,,,,,2000,00020000,,0,1997,004,1997-04-30,1997-04-30,,,,,,,,,,,0,0,,,,,,000000004134,0000,1997-04-30,0000,,,,,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Spezialmaschine,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-25,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SPEZIALMASCHINE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003275,0000,00003000,,,MEINERTU,1997-08-04,D023346,1998-01-28,,,3000,00030000,,0,1997,008,1997-08-31,1997-08-31,,,,,,,,,,,0,0,,,,ALNO Kücheneinrichtungen,1,000000004093,0000,1997-08-31,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D, Küchensystem,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1998-01-28,D023346,,,,,,,,,,,0,,,,,00000000,,,, KÜCHENSYSTEM,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003263,0000,00003000,,,MEINERTU,1997-06-03,,,,,3000,00030000,,0,1997,006,1997-06-03,1997-06-03,,,,,,,,,,,0,0,0000000100,,,,,,,,0000,,,,000065000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Rauchmelder,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-06-03,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,RAUCHMELDER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003260,0000,00003000,,,MEINERTU,1997-06-03,,,,,3000,00030000,,0,1997,006,1997-06-03,1997-06-03,,,,,,,,,,,0,0,0000001021,,,,,,,,0000,,,,000065000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Fotokopierer,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-06-03,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FOTOKOPIERER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003261,0000,00003000,,,MEINERTU,1997-06-03,,,,,3000,00030000,,0,1997,006,1997-06-03,1997-06-03,,,,,,,,,,,0,0,0000001000,,,,,,,,0000,,,,000065000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Entlüftungsanlage,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-06-03,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ENTLÜFTUNGSANLAGE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003262,0000,00003000,,,MEINERTU,1997-06-03,,,,,3000,00030000,,0,1997,006,1997-06-03,1997-06-03,,,,,,,,,,,0,0,0000000100,,,,,,,,0000,,,,000065000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Rauchmelder,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-06-03,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,RAUCHMELDER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003270,0000,00003000,,,MEINERTU,1997-08-04,,,,,3000,00030000,,0,1997,008,1997-08-04,1997-08-04,,,,,,,,,,,0,0,0000001021,,,,1,,,,0000,,,,000065000146,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Telefon: ISDN,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-04,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,TELEFON: ISDN,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003272,0000,00003000,,,MEINERTU,1997-08-04,,,,,3000,00030000,,0,1997,008,1997-08-04,1997-08-04,,,,,,,,,,,0,0,0000001002,,,,1,,,,0000,,,,000065000147,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,PC-Prüfgerät,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-04,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,PC-PRÜFGERÄT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003269,0000,00003000,,,MEINERTU,1997-08-04,,,,,3000,00030000,,0,1997,008,1997-08-04,1997-08-04,,,,,,,,,,,0,0,0000001021,,,,1,,,,0000,,,,000065000144,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Laserdrucker,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-04,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,LASERDRUCKER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003273,0000,00003000,,,MEINERTU,1997-08-04,,,,,3000,00030000,,0,1997,008,1997-08-31,1997-08-31,,,,,,,,,,,0,0,,,,,1,000000004064,0000,1997-08-31,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Software FERT,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-04,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SOFTWARE FERT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003271,0000,00003000,,,MEINERTU,1997-08-04,,,,,3000,00030000,,0,1997,008,1997-08-04,1997-08-04,,,,,,,,,,,0,0,0000001021,,,,1,,,,0000,,,,000065000146,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Telefon: ISDN,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-04,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,TELEFON: ISDN,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003257,0000,00003000,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000164,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,PC HP Vector,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,PC HP VECTOR,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003256,0000,00003000,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000164,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,PC HP Vector,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,PC HP VECTOR,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003264,0000,00003000,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-31,1997-08-31,,,,,,,,,,,0,0,,,,,1,000000004135,0000,1997-08-31,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,ASSET for final sett,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ASSET FOR FINAL SETT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003265,0000,00003000,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-31,1997-08-31,,,,,,,,,,,0,0,,,,,1,000000004136,0000,1997-08-31,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,ASSET for final sett,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ASSET FOR FINAL SETT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003276,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-11,1997-11-11,,,,,,,,,,,0,0,0000001021,,,,1,,,,0000,,,,000065000184,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Mobiltelefone,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,MOBILTELEFONE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003288,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004086,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Luftbefeuchter,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,LUFTBEFEUCHTER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003278,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-11,1997-11-11,,,,,,,,,,,0,0,0000001021,,,,1,,,,0000,,,,000065000184,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Mobiltelefone,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,MOBILTELEFONE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003289,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004087,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Rauchmelder,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,RAUCHMELDER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003277,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-11,1997-11-11,,,,,,,,,,,0,0,0000001021,,,,1,,,,0000,,,,000065000184,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Mobiltelefone,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,MOBILTELEFONE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003283,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004061,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Spezialwerkzeug,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SPEZIALWERKZEUG,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003286,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004111,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Software PERSONAL,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SOFTWARE PERSONAL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003290,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004089,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Testgerät,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,TESTGERÄT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003279,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-11,1997-11-11,,,,,,,,,,,0,0,0000001002,,,,1,,,,0000,,,,000065000185,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Spezialwerkzeug,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SPEZIALWERKZEUG,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003291,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004090,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Büroeinrichtung,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,BÜROEINRICHTUNG,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003280,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-11,1997-11-11,,,,,,,,,,,0,0,0000000100,,,,1,,,,0000,,,,000065000186,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Klimaanlage,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,KLIMAANLAGE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003284,0000,00003000,,,MEINERTU,1997-11-11,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004100,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,D,Software FINANZ,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-11,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SOFTWARE FINANZ,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003281,0000,00003000,,,MEINERTU,1997-11-12,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004090,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E, Kitchen system,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,, KITCHEN SYSTEM,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003276,0000,00003000,,,MEINERTU,1997-11-12,,,,,3000,00030000,,0,1997,011,1997-11-12,1997-11-12,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000193,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,Telephon: ISDN,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,TELEPHON: ISDN,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003278,0000,00003000,,,MEINERTU,1997-11-12,,,,,3000,00030000,,0,1997,011,1997-11-12,1997-11-12,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000194,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,PC check tool,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,PC CHECK TOOL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003275,0000,00003000,,,MEINERTU,1997-11-12,,,,,3000,00030000,,0,1997,011,1997-11-12,1997-11-12,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000191,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,Laserprinter,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,LASERPRINTER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003279,0000,00003000,,,MEINERTU,1997-11-12,,,,,3000,00030000,,0,1997,011,1997-11-30,1997-11-30,,,,,,,,,,,0,0,,,,,1,000000004060,0000,1997-11-30,0000,,,,,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,Software PP,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,SOFTWARE PP,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003277,0000,00003000,,,MEINERTU,1997-11-12,,,,,3000,00030000,,0,1997,011,1997-11-12,1997-11-12,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000193,,,,,,,,DE36,,,,,,,,,,,,,,,,,,,,,E,Telephon: ISDN,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-12,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,TELEPHON: ISDN,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003249,0000,00003000,,,MEINERTU,1997-04-17,,,,,3000,00030000,,0,1997,004,1997-04-30,1997-04-30,,,,,,,,,,,0,0,,,,,,000000004138,0000,1997-04-30,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,ANL. ZUR ENDABRECHN.,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-17,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ANL. ZUR ENDABRECHN.,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003250,0000,00003000,,,MEINERTU,1997-04-17,,,,,3000,00030000,,0,1997,004,1997-04-30,1997-04-30,,,,,,,,,,,0,0,,,,,,000000004139,0000,1997-04-30,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,ANL. ZUR ENDABRECHN.,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-17,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,ANL. ZUR ENDABRECHN.,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003262,0000,00003100,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000166,,,,,,,,DE34,,,,,,,,,,,,,,,,,,,,,E,Ford taurus,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FORD TAURUS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003263,0000,00003100,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000168,,,,,,,,DE34,,,,,,,,,,,,,,,,,,,,,E,Mercedes SL,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,MERCEDES SL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003261,0000,00003100,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000166,,,,,,,,DE34,,,,,,,,,,,,,,,,,,,,,E,Ford taurus,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FORD TAURUS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003258,0000,00003100,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000166,,,,,,,,DE34,,,,,,,,,,,,,,,,,,,,,E,Ford taurus,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FORD TAURUS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003260,0000,00003100,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000166,,,,,,,,DE34,,,,,,,,,,,,,,,,,,,,,E,Ford taurus,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FORD TAURUS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003259,0000,00003100,,,MEINERTU,1997-08-08,,,,,3000,00030000,,0,1997,008,1997-08-08,1997-08-08,,,,,,,,,,,0,0,0000003000,,,,1,,,,0000,,,,000065000166,,,,,,,,DE34,,,,,,,,,,,,,,,,,,,,,E,Ford taurus,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-08-08,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,FORD TAURUS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003246,0000,00003100,,,MEINERTU,1997-04-17,,,,,3000,00030000,,0,1997,004,1997-04-17,1997-04-17,,,,,,,,,,,0,0,0000001002,,,,1,,,,0000,,,,000065000086,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Opel Astra Kombi,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-17,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,OPEL ASTRA KOMBI,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003245,0000,00003100,,,MEINERTU,1997-04-17,,,,,3000,00030000,,0,1997,004,1997-04-17,1997-04-17,,,,,,,,,,,0,0,0000001002,,,,1,,,,0000,,,,000065000086,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Opel Astra Kombi,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-17,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,OPEL ASTRA KOMBI,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,1000,000000003248,0000,00003100,,,MEINERTU,1997-04-17,,,,,3000,00030000,,0,1997,004,1997-04-17,1997-04-17,,,,,,,,,,,0,0,0000000100,,,,1,,,,0000,,,,000065000088,,,,,,,,0000,,,,,,,,,,,,,,,,,,,,,D,Mercedes SL,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-04-17,MEINERTU,,,,,,,,,,,0,,,,,00000000,,,,MERCEDES SL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
