mandt,waers,isocd,altwr,gdatu,xprimary,operation_flag,is_deleted,recordstamp
050,MZN,MZN,943,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MZN,MZN,943,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MZN,MZN,943,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MZN,MZN,943,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NAD,NAD,516,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NAD,NAD,516,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NAD,NAD,516,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NAD,NAD,516,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NAD,NAD,516,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NAD,NAD,516,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NGN,NGN,566,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NGN,NGN,566,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NGN,NGN,566,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NGN,NGN,566,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NGN,NGN,566,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NGN,NGN,566,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NIO,NIO,558,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NIO,NIO,558,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NIO,NIO,558,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NIO,NIO,558,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NIO,NIO,558,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NIO,NIO,558,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NLG,NLG,528,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NLG,NLG,528,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NLG,NLG,528,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NLG,NLG,528,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NLG,NLG,528,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NLG,NLG,528,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NOK,NOK,578,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NOK,NOK,578,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NOK,NOK,578,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NOK,NOK,578,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NOK,NOK,578,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NOK,NOK,578,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NPR,NPR,524,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NPR,NPR,524,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NPR,NPR,524,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NPR,NPR,524,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NPR,NPR,524,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NPR,NPR,524,,,L,False,2022-01-31 20:43:51.581515+00:00
000,NZD,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
001,NZD,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
050,NZD,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
100,NZD,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
200,NZD,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
250,NZD,NZD,554,,,L,False,2022-01-31 20:43:51.581515+00:00
000,OMR,OMR,512,,,L,False,2022-01-31 20:43:51.581515+00:00
001,OMR,OMR,512,,,L,False,2022-01-31 20:43:51.581515+00:00
050,OMR,OMR,512,,,L,False,2022-01-31 20:43:51.581515+00:00
100,OMR,OMR,512,,,L,False,2022-01-31 20:43:51.581515+00:00
200,OMR,OMR,512,,,L,False,2022-01-31 20:43:51.581515+00:00
250,OMR,OMR,512,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PAB,PAB,590,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PAB,PAB,590,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PAB,PAB,590,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PAB,PAB,590,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PAB,PAB,590,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PAB,PAB,590,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PEN,PEN,604,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PEN,PEN,604,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PEN,PEN,604,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PEN,PEN,604,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PEN,PEN,604,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PEN,PEN,604,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PGK,PGK,598,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PGK,PGK,598,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PGK,PGK,598,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PGK,PGK,598,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PGK,PGK,598,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PGK,PGK,598,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PHP,PHP,608,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PHP,PHP,608,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PHP,PHP,608,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PHP,PHP,608,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PHP,PHP,608,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PHP,PHP,608,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PKR,PKR,586,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PKR,PKR,586,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PKR,PKR,586,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PKR,PKR,586,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PKR,PKR,586,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PKR,PKR,586,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PLN,PLN,985,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PLN,PLN,985,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PLN,PLN,985,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PLN,PLN,985,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PLN,PLN,985,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PLN,PLN,985,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PTE,PTE,620,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PTE,PTE,620,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PTE,PTE,620,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PTE,PTE,620,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PTE,PTE,620,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PTE,PTE,620,,,L,False,2022-01-31 20:43:51.581515+00:00
000,PYG,PYG,600,,,L,False,2022-01-31 20:43:51.581515+00:00
001,PYG,PYG,600,,,L,False,2022-01-31 20:43:51.581515+00:00
050,PYG,PYG,600,,,L,False,2022-01-31 20:43:51.581515+00:00
100,PYG,PYG,600,,,L,False,2022-01-31 20:43:51.581515+00:00
200,PYG,PYG,600,,,L,False,2022-01-31 20:43:51.581515+00:00
250,PYG,PYG,600,,,L,False,2022-01-31 20:43:51.581515+00:00
000,QAR,QAR,634,,,L,False,2022-01-31 20:43:51.581515+00:00
001,QAR,QAR,634,,,L,False,2022-01-31 20:43:51.581515+00:00
050,QAR,QAR,634,,,L,False,2022-01-31 20:43:51.581515+00:00
100,QAR,QAR,634,,,L,False,2022-01-31 20:43:51.581515+00:00
200,QAR,QAR,634,,,L,False,2022-01-31 20:43:51.581515+00:00
250,QAR,QAR,634,,,L,False,2022-01-31 20:43:51.581515+00:00
000,RMB,CNY,156,,,L,False,2022-01-31 20:43:51.581515+00:00
001,RMB,CNY,156,,,L,False,2022-01-31 20:43:51.581515+00:00
050,RMB,CNY,156,,,L,False,2022-01-31 20:43:51.581515+00:00
100,RMB,CNY,156,,,L,False,2022-01-31 20:43:51.581515+00:00
200,RMB,CNY,156,,,L,False,2022-01-31 20:43:51.581515+00:00
250,RMB,CNY,156,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ROL,ROL,642,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ROL,ROL,642,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ROL,ROL,642,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ROL,ROL,642,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ROL,ROL,642,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ROL,ROL,642,,,L,False,2022-01-31 20:43:51.581515+00:00
000,RON,RON,946,,,L,False,2022-01-31 20:43:51.581515+00:00
001,RON,RON,946,,,L,False,2022-01-31 20:43:51.581515+00:00
050,RON,RON,946,,,L,False,2022-01-31 20:43:51.581515+00:00
100,RON,RON,946,,,L,False,2022-01-31 20:43:51.581515+00:00
200,RON,RON,946,,,L,False,2022-01-31 20:43:51.581515+00:00
250,RON,RON,946,,,L,False,2022-01-31 20:43:51.581515+00:00
000,RSD,RSD,941,,,L,False,2022-01-31 20:43:51.581515+00:00
001,RSD,RSD,941,,,L,False,2022-01-31 20:43:51.581515+00:00
050,RSD,RSD,941,,,L,False,2022-01-31 20:43:51.581515+00:00
100,RSD,RSD,941,,,L,False,2022-01-31 20:43:51.581515+00:00
200,RSD,RSD,941,,,L,False,2022-01-31 20:43:51.581515+00:00
250,RSD,RSD,941,,,L,False,2022-01-31 20:43:51.581515+00:00
000,RUB,RUB,643,,,L,False,2022-01-31 20:43:51.581515+00:00
001,RUB,RUB,643,,,L,False,2022-01-31 20:43:51.581515+00:00
050,RUB,RUB,643,,,L,False,2022-01-31 20:43:51.581515+00:00
100,RUB,RUB,643,,,L,False,2022-01-31 20:43:51.581515+00:00
200,RUB,RUB,643,,,L,False,2022-01-31 20:43:51.581515+00:00
250,RUB,RUB,643,,,L,False,2022-01-31 20:43:51.581515+00:00
000,RWF,RWF,646,,,L,False,2022-01-31 20:43:51.581515+00:00
001,RWF,RWF,646,,,L,False,2022-01-31 20:43:51.581515+00:00
050,RWF,RWF,646,,,L,False,2022-01-31 20:43:51.581515+00:00
100,RWF,RWF,646,,,L,False,2022-01-31 20:43:51.581515+00:00
200,RWF,RWF,646,,,L,False,2022-01-31 20:43:51.581515+00:00
250,RWF,RWF,646,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SAR,SAR,682,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SAR,SAR,682,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SAR,SAR,682,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SAR,SAR,682,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SAR,SAR,682,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SAR,SAR,682,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SBD,SBD,090,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SBD,SBD,090,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SBD,SBD,090,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SBD,SBD,090,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SBD,SBD,090,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SBD,SBD,090,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SCR,SCR,690,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SCR,SCR,690,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SCR,SCR,690,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SCR,SCR,690,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SCR,SCR,690,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SCR,SCR,690,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SDD,SDD,736,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SDD,SDD,736,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SDD,SDD,736,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SDD,SDD,736,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SDD,SDD,736,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SDD,SDD,736,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SDG,SDG,938,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SDG,SDG,938,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SDG,SDG,938,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SDG,SDG,938,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SDG,SDG,938,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SDG,SDG,938,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SDP,SDP,736,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SDP,SDP,736,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SDP,SDP,736,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SDP,SDP,736,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SDP,SDP,736,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SDP,SDP,736,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SEK,SEK,752,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SEK,SEK,752,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SEK,SEK,752,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SEK,SEK,752,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SEK,SEK,752,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SEK,SEK,752,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SGD,SGD,702,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SGD,SGD,702,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SGD,SGD,702,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SGD,SGD,702,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SGD,SGD,702,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SGD,SGD,702,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SHP,SHP,654,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SHP,SHP,654,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SHP,SHP,654,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SHP,SHP,654,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SHP,SHP,654,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SHP,SHP,654,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SIT,SIT,705,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SIT,SIT,705,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SIT,SIT,705,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SIT,SIT,705,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SIT,SIT,705,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SIT,SIT,705,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SKK,SKK,703,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SKK,SKK,703,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SKK,SKK,703,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SKK,SKK,703,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SKK,SKK,703,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SKK,SKK,703,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SLL,SLL,694,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SLL,SLL,694,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SLL,SLL,694,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SLL,SLL,694,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SLL,SLL,694,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SLL,SLL,694,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SOS,SOS,706,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SOS,SOS,706,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SOS,SOS,706,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SOS,SOS,706,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SOS,SOS,706,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SOS,SOS,706,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SRD,SRD,968,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SRD,SRD,968,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SRD,SRD,968,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SRD,SRD,968,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SRD,SRD,968,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SRD,SRD,968,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SRG,SRG,740,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SRG,SRG,740,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SRG,SRG,740,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SRG,SRG,740,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SRG,SRG,740,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SRG,SRG,740,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SSP,SSP,728,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SSP,SSP,728,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SSP,SSP,728,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SSP,SSP,728,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SSP,SSP,728,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SSP,SSP,728,,,L,False,2022-01-31 20:43:51.581515+00:00
000,STD,STD,678,,,L,False,2022-01-31 20:43:51.581515+00:00
001,STD,STD,678,,,L,False,2022-01-31 20:43:51.581515+00:00
050,STD,STD,678,,,L,False,2022-01-31 20:43:51.581515+00:00
100,STD,STD,678,,,L,False,2022-01-31 20:43:51.581515+00:00
200,STD,STD,678,,,L,False,2022-01-31 20:43:51.581515+00:00
250,STD,STD,678,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SVC,SVC,222,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SVC,SVC,222,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SVC,SVC,222,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SVC,SVC,222,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SVC,SVC,222,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SVC,SVC,222,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SYP,SYP,760,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SYP,SYP,760,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SYP,SYP,760,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SYP,SYP,760,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SYP,SYP,760,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SYP,SYP,760,,,L,False,2022-01-31 20:43:51.581515+00:00
000,SZL,SZL,748,,,L,False,2022-01-31 20:43:51.581515+00:00
001,SZL,SZL,748,,,L,False,2022-01-31 20:43:51.581515+00:00
050,SZL,SZL,748,,,L,False,2022-01-31 20:43:51.581515+00:00
100,SZL,SZL,748,,,L,False,2022-01-31 20:43:51.581515+00:00
200,SZL,SZL,748,,,L,False,2022-01-31 20:43:51.581515+00:00
250,SZL,SZL,748,,,L,False,2022-01-31 20:43:51.581515+00:00
000,THB,THB,764,,,L,False,2022-01-31 20:43:51.581515+00:00
001,THB,THB,764,,,L,False,2022-01-31 20:43:51.581515+00:00
050,THB,THB,764,,,L,False,2022-01-31 20:43:51.581515+00:00
100,THB,THB,764,,,L,False,2022-01-31 20:43:51.581515+00:00
200,THB,THB,764,,,L,False,2022-01-31 20:43:51.581515+00:00
250,THB,THB,764,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TJR,TJR,762,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TJR,TJR,762,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TJR,TJR,762,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TJR,TJR,762,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TJR,TJR,762,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TJR,TJR,762,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TJS,TJS,972,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TJS,TJS,972,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TJS,TJS,972,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TJS,TJS,972,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TJS,TJS,972,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TJS,TJS,972,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TMM,TMM,795,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TMM,TMM,795,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TMM,TMM,795,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TMM,TMM,795,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TMM,TMM,795,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TMM,TMM,795,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TMT,TMT,934,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TMT,TMT,934,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TMT,TMT,934,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TMT,TMT,934,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TMT,TMT,934,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TMT,TMT,934,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TND,TND,788,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TND,TND,788,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TND,TND,788,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TND,TND,788,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TND,TND,788,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TND,TND,788,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TOP,TOP,776,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TOP,TOP,776,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TOP,TOP,776,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TOP,TOP,776,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TOP,TOP,776,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TOP,TOP,776,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TPE,TPE,626,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TPE,TPE,626,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TPE,TPE,626,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TPE,TPE,626,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TPE,TPE,626,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TPE,TPE,626,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TRL,TRL,792,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TRL,TRL,792,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TRL,TRL,792,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TRL,TRL,792,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TRL,TRL,792,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TRL,TRL,792,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TRY,TRY,949,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TRY,TRY,949,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TRY,TRY,949,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TRY,TRY,949,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TRY,TRY,949,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TRY,TRY,949,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TTD,TTD,780,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TTD,TTD,780,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TTD,TTD,780,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TTD,TTD,780,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TTD,TTD,780,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TTD,TTD,780,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TWD,TWD,901,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TWD,TWD,901,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TWD,TWD,901,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TWD,TWD,901,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TWD,TWD,901,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TWD,TWD,901,,,L,False,2022-01-31 20:43:51.581515+00:00
000,TZS,TZS,834,,,L,False,2022-01-31 20:43:51.581515+00:00
001,TZS,TZS,834,,,L,False,2022-01-31 20:43:51.581515+00:00
050,TZS,TZS,834,,,L,False,2022-01-31 20:43:51.581515+00:00
100,TZS,TZS,834,,,L,False,2022-01-31 20:43:51.581515+00:00
200,TZS,TZS,834,,,L,False,2022-01-31 20:43:51.581515+00:00
250,TZS,TZS,834,,,L,False,2022-01-31 20:43:51.581515+00:00
000,UAH,UAH,980,,,L,False,2022-01-31 20:43:51.581515+00:00
001,UAH,UAH,980,,,L,False,2022-01-31 20:43:51.581515+00:00
050,UAH,UAH,980,,,L,False,2022-01-31 20:43:51.581515+00:00
100,UAH,UAH,980,,,L,False,2022-01-31 20:43:51.581515+00:00
200,UAH,UAH,980,,,L,False,2022-01-31 20:43:51.581515+00:00
250,UAH,UAH,980,,,L,False,2022-01-31 20:43:51.581515+00:00
000,UGX,UGX,800,,,L,False,2022-01-31 20:43:51.581515+00:00
001,UGX,UGX,800,,,L,False,2022-01-31 20:43:51.581515+00:00
050,UGX,UGX,800,,,L,False,2022-01-31 20:43:51.581515+00:00
100,UGX,UGX,800,,,L,False,2022-01-31 20:43:51.581515+00:00
200,UGX,UGX,800,,,L,False,2022-01-31 20:43:51.581515+00:00
250,UGX,UGX,800,,,L,False,2022-01-31 20:43:51.581515+00:00
000,UTM,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
001,UTM,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
050,UTM,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
100,UTM,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
200,UTM,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
250,UTM,CLP,152,,,L,False,2022-01-31 20:43:51.581515+00:00
000,UYU,UYU,858,,,L,False,2022-01-31 20:43:51.581515+00:00
001,UYU,UYU,858,,,L,False,2022-01-31 20:43:51.581515+00:00
050,UYU,UYU,858,,,L,False,2022-01-31 20:43:51.581515+00:00
100,UYU,UYU,858,,,L,False,2022-01-31 20:43:51.581515+00:00
200,UYU,UYU,858,,,L,False,2022-01-31 20:43:51.581515+00:00
250,UYU,UYU,858,,,L,False,2022-01-31 20:43:51.581515+00:00
000,UZS,UZS,860,,,L,False,2022-01-31 20:43:51.581515+00:00
001,UZS,UZS,860,,,L,False,2022-01-31 20:43:51.581515+00:00
050,UZS,UZS,860,,,L,False,2022-01-31 20:43:51.581515+00:00
100,UZS,UZS,860,,,L,False,2022-01-31 20:43:51.581515+00:00
