mandt,mtart,mtref,mbref,flref,numki,numke,envop,bsext,bsint,pstat,kkref,vprsv,kzvpr,vmtpo,ekalr,kzgrp,kzkfg,begru,kzprc,kzpip,prdru,aranz,wmakg,izust,ardel,kzmpn,mstae,cchis,ctype,class,chneu,vtype,vnumki,vnumke,kzrac,operation_flag,is_deleted,recordstamp
000,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,HAWA,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,MODE,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,NOF1,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,WERT,HAWA,ROH,WERT,01,02,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,FGTR,HAWA,ROH,HAWA,,,X,2,0,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,NOF1,HAWA,ROH,HAWA,,,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,MODE,HAWA,ROH,HAWA,,,X,2,0,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,FRIP,HAWA,ROH,HAWA,,,X,2,0,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,FOOD,HAWA,ROH,HAWA,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,WERT,HAWA,ROH,WERT,,,X,0,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,X,X,1,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
