mandt,spras,prodh,vtext,operation_flag,is_deleted,recordstamp
800,R,001000010000T24100,Positive displacement 24,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T24100,Positive displacement 24,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T24100,Positive displacement 24,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T24100,Positive displacement 24,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T24100,Décalage positif 24,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T24100,Verdrängerpumpe 24,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010000T25100,Positive displacement 25,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T25100,Décalage positif 25,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010000T25100,置换为 25,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T25100,Positive displacement 25,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010000T25100,Positive displacement 25,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T25100,Positive displacement 25,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010000T25100,Positive displacement 25,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T25100,Verdrängerpumpe 25,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T25100,Positive displacement 25,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T26100,Verdrängerpumpe 26,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T26100,Positive displacement 26,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T26100,Positive displacement 26,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T26100,Positive displacement 26,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010000T26100,Positive displacement 26,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010000T26100,Positive displacement 26,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010000T26100,置换为 26,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T26100,Décalage positif 26,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010000T26100,Positive displacement 26,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T27100,Verdrängerpumpe 27,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010000T27100,Positive displacement 27,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T27100,Décalage positif 27,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T27100,Positive displacement 27,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010000T27100,置换为 27,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T27100,Positive displacement 27,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010000T27100,Positive displacement 27,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010000T27100,Positive displacement 27,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T27100,Positive displacement 27,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010000T28100,置换为 28,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T28100,Verdrängerpumpe 28,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T28100,Positive displacement 28,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T28100,Décalage positif 28,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010000T28100,Positive displacement 28,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010000T28100,Positive displacement 28,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T28100,Positive displacement 28,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010000T28100,Positive displacement 28,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T28100,Positive displacement 28,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T29100,Décalage positif 29,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010000T29100,Positive displacement 29,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T29100,Positive displacement 29,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010000T29100,置换为 29,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010000T29100,Positive displacement 29,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T29100,Verdrängerpumpe 29,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T29100,Positive displacement 29,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010000T29100,Positive displacement 29,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T29100,Positive displacement 29,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010000T30100,Positive displacement 30,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010000T30100,Positive displacement 30,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010000T30100,Verdrängerpumpe 30,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010000T30100,Décalage positif 30,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010000T30100,Positive displacement 30,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010000T30100,置换为 30,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010000T30100,Positive displacement 30,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010000T30100,Positive displacement 30,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010000T30100,Positive displacement 30,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010500000100,運転ハンドル,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010500000100,Рабочее колесо,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010500000100,Laufrad,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010500000100,Rueda motriz,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010500000100,驱动轮,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001000010500000100,Drive wheel,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010500000100,Roue mobile,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010500000100,Roda móvel,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010500000105,Welle,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010500000105,ウェーブ,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010500000105,波,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010500000105,Pacote,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010500000105,Phase,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010500000105,Wave,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010500000105,Árbol,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010500000105,Вал,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010500000110,Depósito,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010500000110,Magasin,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010500000110,Cojinete,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010500000110,Bearing,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010500000110,ベアリング,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010500000110,Склад,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010500000110,轴承,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010500000110,Lager,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010500000115,Gehäuse,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010500000115,Caixa,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001000010500000115,Casing,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010500000115,Caja,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010500000115,Корпус,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010500000115,Boîtier,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010500000115,ケーシング,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010500000115,蜗壳,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010500000120,Couvercle à pression,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010500000120,プレッシャーカバー,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010500000120,Cobertura de pressão,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010500000120,Tapa de presión,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010500000120,Antriebselektronik,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010500000120,Крышка выс. давления,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010500000120,卸载完成,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001000010500000120,Discharge cover,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001000010500000125,Träger,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001000010500000125,Suporte,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001000010500000125,Objeto,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001000010500000125,Балка,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001000010500000125,Poutre,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001000010500000125,对象,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001000010500000125,オブジェクト,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001000010500000125,Objects,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010000000100,オートバイ (完了済),I,False,2021-04-15 22:50:37.438694+00:00
800,3,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,4,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,6,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010000000100,Motor-cycle （完成）。,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010000000100,Motocicleta completa,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010000000100,Мотоцикл в комплекте,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,E,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010000000100,Motorrad komplett,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010000000100,Moto complète,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,5,001050010000000100,Motor-cycle (compl.),I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010000000100,Motocicleta completa,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010000000105,Componentes,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010000000105,Componentes,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010000000105,部品,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010000000105,组件,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010000000105,Komponenten,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010000000105,Composantes,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001050010000000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010000000105,Компоненты,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010000000110,付属器具,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010000000110,Accessoires,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010000000110,Accesorios,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010000000110,Accessoires,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010000000110,Аксессуары,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010000000110,Acessórios,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010000000115,Manuels,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010000000115,Literatura,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010000000115,マニュアル,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010000000115,Literatur,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010000000115,Литература,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010000000115,Literatura,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010000000115,文学,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,W,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010500000100,ЛегкАвтом в комплек.,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,5,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010500000100,PKW komplett,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,6,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010500000100,Veículo lig.completo,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010500000100,（完整）汽车,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001050010500000100,Car (complete),I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010500000100,車両 (完了済),I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010500000100,Voiture complète,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010500000100,Turismo completo,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010500000105,部品,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010500000105,Компоненты,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010500000105,Komponenten,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010500000105,Componentes,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010500000105,组件,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010500000105,Composantes,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010500000105,Componentes,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001050010500000105,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001050010500000110,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010500000110,组件,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010500000110,付属器具,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010500000110,Аксессуары,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010500000110,Accessoires,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010500000110,Acessórios,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010500000110,Accessoires,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010500000110,Accesorios,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001050010500000110,Components,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001050010500000115,Литература,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001050010500000115,Manuels,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001050010500000115,文学,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001050010500000115,Literatura,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001050010500000115,Literatura,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001050010500000115,マニュアル,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001050010500000115,Literatur,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,F,001100010000000100,Couleur à l'eau int.,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,R,001100010000000100,ВодоэмКраска/ВнутрРб,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,P,001100010000000100,Tinta água interior,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,G,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,6,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,3,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,J,001100010000000100,水性塗料 (内部),I,False,2021-04-15 22:50:37.438694+00:00
800,1,001100010000000100,Water-based P （插入）。,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001100010000000100,Wasserfarbe Innen,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001100010000000100,Aguada interior,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,E,001100010000000100,Water-based p.(ins.),I,False,2021-04-15 22:50:37.438694+00:00
800,F,001100010000000105,Couleur à l'eau ext.,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001100010000000105,Aguada fuera,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,E,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,R,001100010000000105,ВодоэмКраска/НаружРб,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001100010000000105,Tinta água exterior,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,D,001100010000000105,Wasserfarbe Außen,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,3,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,4,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,G,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,J,001100010000000105,水性塗料 (外部),I,False,2021-04-15 22:50:37.438694+00:00
800,d,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,1,001100010000000105,P （ water-based 。）,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001100010000000105,Water-based p.(out.),I,False,2021-04-15 22:50:37.438694+00:00
800,E,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001100010500000100,不透明,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001100010500000100,Esmalte recubrim.,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001100010500000100,Покровный лак,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001100010500000100,不透明,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001100010500000100,Esmalte de cobertura,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001100010500000100,Email final,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001100010500000100,Opaque,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001100010500000100,Decklack,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001100010500000105,Klarlack,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001100010500000105,Бесцветный лак,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001100010500000105,Verniz transparente,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001100010500000105,透明,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001100010500000105,Esmalte transparente,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001100010500000105,Vernis transparent,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001100010500000105,Clear,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,P,001100011000000100,Base de aderência plástico,I,False,2021-04-15 22:50:37.438694+00:00
800,D,001100011000000100,Kunststoff Haftgrund,I,False,2021-04-15 22:50:37.438694+00:00
800,G,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,5,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,d,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,F,001100011000000100,Surface préparée - matière plastique,I,False,2021-04-15 22:50:37.438694+00:00
800,4,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,1,001100011000000100,塑料基础,I,False,2021-04-15 22:50:37.438694+00:00
800,3,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,S,001100011000000100,Base de plástico,I,False,2021-04-15 22:50:37.438694+00:00
800,J,001100011000000100,プラスチック下地,I,False,2021-04-15 22:50:37.438694+00:00
800,6,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,W,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001100011000000100,Plastics base,I,False,2021-04-15 22:50:37.438694+00:00
800,R,001100011000000100,Искуственная грунтовка,I,False,2021-04-15 22:50:37.438694+00:00
800,E,001100011000000105,Zinc-alu base,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,001100011000000105,Zinc-alu base,I,False,2021-04-15 22:50:37.438694+00:00
