mandt,bukrs,butxt,ort01,land1,waers,spras,ktopl,waabw,periv,kokfi,rcomp,adrnr,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,recordstamp
000,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,KZ01,Country Template KZ,Astana,KZ,KZT,R,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,KZ01,Country Template KZ,Astana,KZ,KZT,E,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,KZ01,Country Template KZ,Astana,KZ,KZT,E,CAKZ,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,M0,A0,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,MY01,Country Template MY,Kuala Lumpur,MY,MYR,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,NL01,Country Template NL,The Netherlands,NL,EUR,N,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,NL01,Country Template NL,The Netherlands,NL,EUR,N,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,NL01,Country Template NL,The Netherlands,NL,EUR,N,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,NL01,Country Template NL,The Netherlands,NL,EUR,N,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,NL01,Country Template NL,The Netherlands,NL,EUR,N,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,NL01,Country Template NL,The Netherlands,NL,EUR,N,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,NL01,Country Template NL,The Netherlands,NL,EUR,E,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,NL01,Country Template NL,The Netherlands,NL,EUR,E,INT,,K4,1,,,NL008209893B01,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,NZ01,Country Template NZ,New Zealand,NZ,NZD,E,INT,10,K4,,,,,,,,,,,2,,,X,X,0001,X,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,P0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,PE01,Country Template PE,Perú,PE,PEN,S,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,PE01,Country Template PE,Perú,PE,PEN,S,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PE01,Country Template PE,Perú,PE,PEN,S,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,PE01,Country Template PE,Perú,PE,PEN,S,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,PE01,Country Template PE,Perú,PE,PEN,S,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,PE01,Country Template PE,Perú,PE,PEN,S,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PE01,Country Template PE,Perú,PE,PEN,E,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,PE01,Country Template PE,Perú,PE,PEN,E,CAPE,10,K4,2,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,PH01,Country Template PH,Manila,PH,PHP,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,O0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,PL01,Country Template PL,Poland,PL,PLN,L,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,PL01,Country Template PL,Poland,PL,PLN,L,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PL01,Country Template PL,Poland,PL,PLN,L,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,PL01,Country Template PL,Poland,PL,PLN,L,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,PL01,Country Template PL,Poland,PL,PLN,L,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,PL01,Country Template PL,Poland,PL,PLN,L,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PL01,Country Template PL,Poland,PL,PLN,E,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,PL01,Country Template PL,Poland,PL,PLN,E,CAPL,,K4,2,,,PL1234567890,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,XV,XA,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,PT01,Country Template PT,Portugal,PT,EUR,P,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,PT01,Country Template PT,Portugal,PT,EUR,P,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PT01,Country Template PT,Portugal,PT,EUR,P,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,PT01,Country Template PT,Portugal,PT,EUR,P,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,PT01,Country Template PT,Portugal,PT,EUR,P,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,PT01,Country Template PT,Portugal,PT,EUR,P,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PT01,Country Template PT,Portugal,PT,EUR,E,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,PT01,Country Template PT,Portugal,PT,EUR,E,CAPT,10,K4,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,L0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,PT02,Country Template PT (SNC),Portugal,PT,EUR,P,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,PT02,Country Template PT (SNC),Portugal,PT,EUR,P,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PT02,Country Template PT (SNC),Portugal,PT,EUR,P,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,PT02,Country Template PT (SNC),Portugal,PT,EUR,P,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,PT02,Country Template PT (SNC),Portugal,PT,EUR,P,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,PT02,Country Template PT (SNC),Portugal,PT,EUR,P,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,PT02,Country Template PT (SNC),Portugal,PT,EUR,E,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,PT02,Country Template PT (SNC),Portugal,PT,EUR,E,SNC,10,K4,,,,,,,,,,,2,,,,,0001,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,D,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,D,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,D,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,D,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,D,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,D,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,E,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,RECO,Sondereigentum (WEG),Walldorf,DE,EUR,E,INT,10,K4,1,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,REOB,Referenz Objektmandate,Walldorf,DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,REOB,Referenz Objektmandate,Walldorf,DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,REOB,Referenz Objektmandate,Walldorf,DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,REOB,Referenz Objektmandate,Walldorf,DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,REOB,Referenz Objektmandate,Walldorf,DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,REOB,Referenz Objektmandate,Walldorf,DE,EUR,D,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,REOB,Referenz Objektmandate,Walldorf,DE,EUR,E,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,REOB,Referenz Objektmandate,Walldorf,DE,EUR,E,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,D,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,D,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,D,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,D,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,D,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,D,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,RERF,WEG Referenzbuchungskreis,Walldorf,DE,EUR,E,WEG,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
