mandt,rldnr,gcurr,class,typ,trcur,lccur,rccur,occur,quant,atqnt,tab,rcopy,shkz,glsip,vortrag,dldnr,xdldnr,curt1,curt2,curt3,v2post,lctyp,fix,post,rollup,depld,appl,subappl,komp,gzledger,exit,kldnr,logsys,valutyp,gcompress,splitmethd,date_det_poper,glflex,xleading,orient_ledger,avg_rollup,xcash_ledger,operation_flag,is_deleted,recordstamp
800,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,12,USD,,0,X,X,X,,X,,FILCT,X,,X,,,,60,80,,,0,X,X,X,,FI,LC,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,G0,USD,,0,X,X,X,,X,,FILCT,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,13,USD,,,X,X,X,,,,FILCT,,,X,,,,60,80,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,1A,USD,,0,X,X,X,,X,,FILCT,,,,X,,,60,80,,,1,X,X,X,,FI,LC,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,R1,USD,,0,X,X,X,,X,,GLFUNCT,,X,X,,,,10,80,,,,,,X,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,ZS,USD,,,X,X,X,,X,,ZZSPECT,,X,X,X,,,10,80,,,,,X,,,FI,SL,,X,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
000,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
800,3J,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,3I,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,3K,EUR,,,X,X,X,,X,,ISSRFLDET,,X,X,X,,,10,80,,,,X,X,X,,IS,SR,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,SP,,,,X,X,,,,,ZSPLITT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,0,X,0000000002,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
000,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,,X,0000000101,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
800,95,,,,X,X,,,,,FMUSFGT,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,0,X,0000000101,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,96,,,,X,X,,,,,FMUSFGFACTS1T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,0,X,0000000101,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,97,,,,X,X,,,,,FMUSFGFACTS2T,,X,X,X,,,10,,,,,,X,X,,FI,SL,,,,,,0,X,0000000101,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,0,X,0000000111,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
000,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,X,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,,X,,,1,,,,,I,False,2022-04-21 15:18:14.614641+00:00
800,GF,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,0L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,X,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,1D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,L6,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,ZR,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,PSM,,,,,,0,X,,0,1,X,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,0D,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,L5,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,BZ,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,0M,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,1L,,,,X,X,,,X,,FAGLFLEXT,,X,X,X,,,,,,,,X,X,,,FI,GLF,,,,,,0,X,,0,1,,,,,I,False,2021-03-31 05:00:41.521200+00:00
